industry_type,region,country,year,co2_emissions_metrictons,energy_consumption_twh,automobile_co2_emissions_metrictons,industrial_co2_emissions_metrictons,agriculture_co2_emissions_metrictons,domestic_co2_emissions_metrictons,population_millions,gdp_billion_usd,urbanization_percentage,renewable_energy_percentage,industrial_growth_percentage,transport_growth_percentage,co2_emissions_per_capita,energy_consumption_per_capita,renewable_energy_contribution
Mining,Africa,Usa,2007,293.23,320.13,61.06,156.07,26.41,10.7,1345.74,13866.68,32.24,1.32,5.31,3.35,0.21789498714461933,0.23788398947790806,4.225716
Construction,Africa,Usa,2007,261.95,857.19,66.38,11.15,11.8,4.04,785.18,22291.31,40.22,33.2,7.47,9.41,0.33361776917394736,1.0917114546982858,284.58708000000007
Mining,Africa,Usa,2007,73.03,612.62,31.81,80.69,16.72,0.55,1279.82,2459.3,33.62,97.47,-7.7,7.51,0.05706271194386711,0.4786766889093779,597.120714
Construction,Africa,Usa,2007,142.17,490.97,22.0,69.95,6.21,9.98,726.95,15101.96,40.74,95.68,4.9,9.2,0.19557053442465092,0.6753834514065616,469.76009600000003
Energy,Africa,Usa,2007,292.62,286.8,34.75,119.26,2.54,8.46,1084.38,16027.34,40.29,57.37,-6.1,4.98,0.2698500525645991,0.26448293033807335,164.53716
Construction,Africa,Usa,2007,206.03,201.31,26.38,193.26,36.09,8.48,205.11,23410.03,64.72,56.21,-7.87,3.88,1.0044853980790796,0.9814733557603237,113.156351
Manufacturing,Africa,Usa,2007,238.17,661.06,2.61,79.12,37.7,2.33,442.65,8683.18,20.73,90.45,-0.73,6.23,0.538054896645205,1.4934146616966,597.92877
Energy,Africa,Usa,2007,16.82,601.56,26.3,141.62,22.15,11.02,1048.75,24333.14,43.16,76.87,-4.11,7.53,0.016038140643623362,0.5735971394517282,462.41917199999995
Construction,Africa,Usa,2007,13.74,292.75,10.43,43.24,46.23,4.56,726.41,10067.96,36.35,87.19,-1.12,2.41,0.018914937845018655,0.40300931980561944,255.24872499999998
Energy,Africa,Usa,2007,275.61,297.74,15.62,52.99,30.67,2.51,1024.54,3527.02,59.44,66.53,11.31,2.34,0.269008530657661,0.29060846819060265,198.08642200000003
Manufacturing,Africa,Usa,2007,135.88,89.46,67.2,62.49,28.35,14.96,664.74,829.0,64.45,6.63,10.09,-2.79,0.2044107470590005,0.13457893311670727,5.931197999999999
Mining,Africa,Usa,2007,64.76,407.66,20.81,141.46,32.42,4.23,381.63,4864.61,37.87,40.9,-9.52,5.36,0.16969315829468334,1.0682074260409298,166.73294
Manufacturing,Africa,Usa,2007,284.8,762.85,7.99,108.42,8.39,4.41,266.18,16290.62,41.89,92.63,-8.01,7.52,1.0699526636110903,2.8659177999849725,706.6279549999999
Energy,Africa,Usa,2007,137.59,769.29,63.02,61.37,18.29,2.04,1133.3,585.77,45.94,35.67,-8.97,-1.46,0.12140651195623402,0.6788052589782052,274.40574300000003
Construction,Africa,Usa,2007,209.51,730.5,55.0,84.52,1.98,1.25,493.03,14342.47,44.12,32.94,1.57,3.81,0.4249437153925725,1.4816542603898344,240.62669999999997
Energy,Africa,Usa,2007,121.54,676.46,13.2,13.7,42.15,1.83,1463.01,4186.42,79.82,41.19,-0.33,-3.79,0.08307530365479389,0.46237551349614836,278.633874
Construction,Africa,Usa,2007,288.76,536.68,40.35,107.66,4.48,6.52,1138.79,13434.35,62.84,38.35,6.02,7.41,0.25356738292398073,0.47127213972725435,205.81678
Mining,Africa,Usa,2007,72.04,207.65,4.81,66.74,23.33,18.6,845.99,17662.66,91.47,95.36,0.16,-0.24,0.08515467085899361,0.24545207390158277,198.01504
Manufacturing,Asia,Australia,2007,169.64,509.52,1.12,32.49,15.01,15.6,969.29,3463.68,93.08,54.38,1.47,9.65,0.17501470148252843,0.5256631142382568,277.076976
Mining,Asia,Australia,2007,227.7,484.15,8.86,45.3,46.84,16.73,122.43,5911.35,50.15,48.91,0.03,2.22,1.8598382749326143,3.954504614881973,236.79776499999997
Mining,Asia,Australia,2007,272.33,171.78,90.7,22.65,34.22,9.92,109.49,21976.43,97.13,32.19,7.67,7.04,2.487259110421043,1.5689104027765093,55.295981999999995
Energy,Asia,Australia,2007,95.27,550.61,37.09,51.21,11.49,10.66,180.4,12069.1,29.05,29.58,11.03,6.02,0.5281042128603104,3.0521618625277163,162.870438
Energy,Asia,Australia,2007,34.97,735.96,58.79,175.81,37.58,16.5,367.05,4708.58,64.4,72.22,-7.01,-3.26,0.0952731235526495,2.005067429505517,531.510312
Energy,Asia,Australia,2007,152.48,471.64,23.32,11.03,26.51,14.88,1218.5,19656.02,79.98,48.41,-4.49,2.25,0.12513746409519902,0.38706606483381206,228.320924
Manufacturing,Asia,Australia,2007,252.8,951.62,23.85,116.24,5.43,11.08,137.86,17115.37,67.95,36.64,9.42,-2.87,1.8337443783548526,6.902799941970114,348.673568
Manufacturing,Asia,Australia,2007,127.62,612.65,6.29,44.05,23.55,19.76,371.9,12760.64,99.89,48.24,-9.91,6.48,0.34315676257058353,1.6473514385587524,295.54236000000003
Energy,Asia,Australia,2007,288.46,819.94,18.55,70.56,15.33,13.72,188.95,18673.06,23.36,68.94,12.18,9.12,1.5266472611802064,4.33945488224398,565.266636
Manufacturing,Asia,Australia,2007,138.34,109.9,88.66,36.47,2.77,18.3,219.31,18911.09,44.59,56.45,-2.04,4.9,0.6307965893028133,0.5011171401212895,62.03855000000001
Energy,Asia,Australia,2007,1.21,927.24,89.62,55.97,8.76,19.1,883.89,20188.62,90.57,80.51,11.26,7.57,0.0013689486248288814,1.0490445643688695,746.520924
Energy,Asia,Australia,2007,241.91,700.82,59.79,160.78,14.32,2.17,538.41,13850.24,81.81,98.52,5.11,7.29,0.44930443342434206,1.301647443398154,690.447864
Mining,Asia,Australia,2007,141.16,300.17,12.56,53.77,24.98,0.92,811.98,17991.71,71.51,54.33,1.17,7.37,0.17384664646912484,0.3696765930195325,163.082361
Energy,Asia,Australia,2007,207.5,412.84,76.58,176.79,3.71,10.5,252.01,4803.8,47.87,44.06,6.0,9.78,0.8233800246021984,1.6381889607555256,181.897304
Mining,Asia,Australia,2007,248.02,504.07,24.11,44.07,43.33,10.23,990.9,6065.14,89.29,56.15,10.6,5.1,0.250297709153295,0.5086991623776365,283.035305
Mining,Asia,Australia,2007,275.95,757.97,63.81,95.02,26.2,1.51,1362.34,5098.5,58.21,79.01,-6.8,1.13,0.20255589647224628,0.5563735924952655,598.872097
Energy,Asia,Australia,2007,35.5,930.08,16.12,120.28,38.47,3.55,1490.13,10074.06,44.63,71.93,8.96,5.98,0.023823424801862923,0.624160308161033,669.0065440000002
Energy,Asia,Australia,2007,141.83,770.76,56.8,65.94,41.73,15.42,1098.66,11428.43,67.12,67.23,11.34,2.17,0.12909362314091713,0.7015455190868876,518.181948
Mining,Asia,Australia,2007,100.28,16.25,94.76,70.07,24.21,8.96,180.31,23983.6,36.27,97.24,2.64,9.79,0.5561532915534357,0.09012256669069935,15.801499999999999
Energy,Asia,Brazil,2007,218.04,33.79,90.47,176.61,36.83,7.85,332.55,4862.96,40.36,72.93,14.16,7.38,0.6556608028867839,0.10160878063449105,24.643047000000003
Mining,Asia,Brazil,2007,105.47,510.02,36.63,8.06,30.67,15.99,201.3,7986.41,61.76,99.45,-9.31,-3.2,0.5239443616492796,2.5336313959264776,507.21489
Manufacturing,Asia,Brazil,2007,118.59,152.95,27.16,174.4,13.77,14.97,492.44,11635.35,69.67,82.87,4.07,-0.86,0.24082121679798554,0.3105962147672813,126.74966500000001
Manufacturing,Asia,Brazil,2007,15.32,612.21,18.73,136.95,43.43,12.46,156.94,7774.7,84.73,87.59,3.6,0.95,0.09761692366509495,3.9009175481075573,536.234739
Manufacturing,Asia,Brazil,2007,17.92,307.76,61.19,46.87,22.07,14.2,1364.78,3381.72,51.74,21.04,-7.87,-3.73,0.013130321370477295,0.22550154603672387,64.752704
Mining,Asia,Brazil,2007,299.9,70.4,34.5,159.08,34.17,11.49,512.74,8235.21,49.72,29.77,2.68,7.41,0.5848968288021219,0.13730155634434607,20.95808
Construction,Asia,Brazil,2007,147.4,120.67,81.76,161.11,9.09,7.03,941.29,13400.88,30.66,60.71,-1.51,-2.63,0.15659361089568571,0.128196411307886,73.258757
Energy,Asia,Brazil,2007,151.46,521.08,59.16,164.33,46.15,0.25,518.59,9000.46,43.45,87.61,8.61,1.13,0.29206116585356445,1.0048014809386991,456.518188
Construction,Asia,Brazil,2007,159.17,465.01,29.5,78.69,18.27,0.66,1070.06,7141.19,86.19,68.05,1.5,1.14,0.14874866829897387,0.43456441694858233,316.439305
Manufacturing,Asia,Brazil,2007,204.73,63.03,85.91,96.79,48.02,13.91,1334.48,12118.93,34.15,63.48,-0.14,-1.62,0.1534155626161501,0.04723188058269888,40.011444
Manufacturing,Asia,Brazil,2007,195.5,457.03,33.39,71.41,9.01,12.57,245.35,10781.91,93.9,88.22,-9.63,1.09,0.7968208681475444,1.8627674750356633,403.19186599999995
Construction,Asia,Brazil,2007,187.32,446.7,95.6,147.69,5.12,19.17,135.67,14047.68,56.96,78.13,10.3,-1.52,1.3807031768261222,3.2925480946414094,349.00670999999994
Manufacturing,Asia,Brazil,2007,89.71,620.93,39.79,163.9,11.64,19.28,607.39,8357.44,86.5,32.73,-7.43,4.29,0.1476975254778643,1.0222921022736626,203.23038899999995
Energy,Asia,Brazil,2007,167.33,641.09,84.08,158.88,48.9,8.5,209.9,11874.47,67.63,71.35,0.01,8.23,0.7971891376846117,3.0542639352072416,457.41771499999993
Mining,Asia,Brazil,2007,243.63,921.63,3.11,174.84,35.66,4.02,257.69,14020.9,42.21,88.32,9.77,3.05,0.9454383173580659,3.57650665528348,813.9836159999999
Mining,Asia,Brazil,2007,49.07,733.0,86.04,77.19,37.76,13.37,107.33,24446.85,77.54,57.16,-9.5,3.65,0.4571881114320321,6.829404639895649,418.9828
Manufacturing,Asia,Brazil,2007,82.85,738.94,42.26,173.54,26.34,10.57,1304.2,14748.96,74.02,70.75,8.36,-2.12,0.06352553289372795,0.5665848796196903,522.80005
Construction,Asia,Canada,2007,235.87,769.97,58.62,23.05,14.67,6.73,239.88,4004.57,39.35,17.58,8.47,6.37,0.9832833083208271,3.20981323995331,135.360726
Energy,Asia,Canada,2007,25.63,582.99,47.43,83.88,32.27,17.63,786.92,2152.03,76.09,15.89,6.72,-0.8,0.032570019824124434,0.740850404107152,92.637111
Manufacturing,Asia,Canada,2007,207.04,122.71,95.57,168.97,20.38,8.11,1200.45,5827.56,32.75,72.52,10.51,9.92,0.1724686575867383,0.10222000083302094,88.98929199999999
Construction,Asia,Canada,2007,8.83,535.41,82.86,10.18,42.33,15.79,651.22,12194.25,24.93,14.07,0.13,0.73,0.01355916587328399,0.8221645526857282,75.33218699999999
Energy,Asia,Canada,2007,261.52,506.37,63.69,16.56,10.95,8.48,393.42,14503.68,24.54,32.59,0.26,6.36,0.6647348889227797,1.2870977581210918,165.02598300000002
Construction,Asia,Canada,2007,46.13,361.03,77.89,110.07,35.71,17.33,1165.45,17008.43,58.5,86.9,5.94,-3.67,0.03958127761808743,0.30977733922519196,313.73507
Energy,Asia,Canada,2007,227.86,798.47,89.85,6.59,40.89,4.09,1323.2,3391.14,88.33,63.86,-8.67,-0.55,0.1722037484885127,0.6034386336154777,509.90294200000005
Mining,Asia,Canada,2007,77.75,349.38,18.39,39.45,33.31,0.52,550.58,23744.4,44.86,39.68,5.25,-0.87,0.14121471902357513,0.634567183697192,138.633984
Construction,Asia,Canada,2007,95.08,221.8,26.05,28.86,48.42,7.01,1168.3,21696.99,55.75,3.83,12.04,-1.66,0.08138320636822734,0.18984849781734145,8.49494
Energy,Asia,Canada,2007,187.12,234.81,72.23,32.95,3.05,12.54,181.35,8202.1,90.77,33.2,1.42,4.07,1.0318169285911223,1.294789081885856,77.95692000000001
Manufacturing,Asia,China,2007,20.81,810.71,88.46,105.11,48.79,18.71,74.14,21370.9,85.92,73.73,-1.07,8.14,0.2806851901807391,10.934852980847047,597.7364830000001
Manufacturing,Asia,China,2007,160.6,848.28,35.08,172.56,7.61,19.23,223.27,23107.3,90.99,61.79,0.09,-1.68,0.7193084606082322,3.7993460832176287,524.152212
Manufacturing,Asia,China,2007,213.32,222.7,49.35,192.39,4.4,3.22,1233.91,16896.25,35.94,7.1,-7.31,2.85,0.17288132845993628,0.18048317948634826,15.811699999999998
Mining,Asia,China,2007,287.16,733.78,10.49,86.02,26.85,18.39,1005.34,15495.13,32.88,20.79,-5.92,5.35,0.2856347106451549,0.7298824278353592,152.55286199999998
Manufacturing,Asia,China,2007,277.37,632.27,21.07,127.08,43.54,0.85,1311.08,23226.48,57.84,88.34,14.46,-3.54,0.21155840986057298,0.48225127375903837,558.547318
Mining,Asia,China,2007,180.75,186.35,98.56,66.4,20.9,16.97,1097.85,21441.06,24.97,75.47,12.26,4.7,0.16463997813909007,0.1697408571298447,140.638345
Manufacturing,Asia,China,2007,26.86,776.22,73.14,107.83,42.83,14.67,1476.5,17764.01,50.56,94.83,-4.12,-4.92,0.018191669488655603,0.5257162207924145,736.089426
Energy,Asia,China,2007,242.97,753.94,44.19,24.08,40.39,2.88,39.19,17078.26,47.48,29.83,6.79,4.77,6.199795866292422,19.238070936463387,224.900302
Manufacturing,Asia,China,2007,24.09,509.04,16.47,175.03,43.33,7.83,426.72,12251.89,29.12,1.87,-0.58,1.08,0.05645388076490438,1.1929133858267715,9.519048000000002
Mining,Asia,China,2007,221.41,468.19,74.23,194.46,3.24,13.19,946.39,15901.97,37.69,67.9,-1.55,3.19,0.23395217616416064,0.4947114825811769,317.90101000000004
Manufacturing,Asia,China,2007,3.94,963.82,9.13,195.41,11.61,10.34,28.81,15019.02,97.13,56.4,-7.35,8.95,0.13675807011454358,33.454356126345026,543.5944800000001
Manufacturing,Asia,China,2007,23.89,278.87,79.54,42.28,8.43,18.05,778.91,12672.81,62.31,63.01,6.47,3.85,0.030671065976813756,0.3580259593534555,175.71598699999998
Manufacturing,Asia,China,2007,28.98,710.5,54.02,198.78,45.13,14.84,360.71,16710.44,98.04,85.08,7.61,9.83,0.08034154861245876,1.96972637298661,604.4934
Mining,Asia,China,2007,46.91,895.01,89.15,189.03,2.16,8.45,1028.33,1177.27,36.51,93.77,-6.54,-3.58,0.04561765192107592,0.8703529022784515,839.250877
Mining,Asia,China,2007,122.08,29.01,44.26,49.26,27.76,11.85,576.46,1718.56,84.31,34.17,-6.45,3.25,0.21177531832217325,0.05032439371335392,9.912717
Energy,Asia,China,2007,176.92,829.94,19.07,151.94,17.29,13.81,290.58,12395.22,36.11,57.19,4.08,-4.08,0.6088512629912588,2.8561497694266644,474.642686
Construction,Asia,China,2007,125.65,3.74,93.27,131.63,23.35,4.43,760.35,21300.97,35.38,47.24,12.24,1.03,0.16525284408496088,0.004918787400539226,1.7667760000000001
Construction,Asia,China,2007,267.68,420.49,10.7,196.74,25.4,11.5,1297.43,6177.28,27.69,67.86,-9.57,-2.14,0.20631556230393933,0.324094556161026,285.344514
Construction,Asia,Germany,2007,99.18,534.0,73.19,18.09,13.39,12.84,1136.95,10998.06,21.11,49.65,5.73,7.17,0.08723338757201285,0.4696776463344914,265.131
Construction,Asia,Germany,2007,74.2,900.27,70.82,26.16,13.39,2.83,227.7,20437.42,89.35,90.92,-8.12,6.1,0.32586736934563026,3.9537549407114625,818.525484
Energy,Asia,Germany,2007,214.28,317.19,60.67,191.52,47.95,1.27,1468.91,9061.9,78.92,47.11,2.34,3.9,0.14587687468939553,0.21593562573609001,149.428209
Construction,Asia,Germany,2007,267.09,37.86,77.42,4.91,29.31,18.38,128.97,11080.68,87.45,13.09,-8.89,8.87,2.0709467317980925,0.2935566410793208,4.955874
Mining,Asia,Germany,2007,45.84,793.43,99.4,0.72,27.69,16.53,666.54,24682.37,90.1,53.55,-1.01,0.87,0.06877306688270772,1.1903711705223992,424.8817649999999
Construction,Asia,Germany,2007,125.39,711.76,18.96,179.22,32.11,11.31,10.85,8789.52,25.14,84.81,-7.36,1.05,11.55668202764977,65.6,603.643656
Construction,Asia,Germany,2007,13.39,282.76,70.85,93.95,1.08,7.22,495.3,16134.9,90.24,78.86,2.73,9.54,0.027034120734908136,0.5708863315162528,222.98453600000002
Mining,Asia,Germany,2007,257.45,335.48,50.01,9.36,45.33,7.02,869.74,870.65,62.31,89.34,10.0,5.82,0.2960080023915193,0.3857244693816543,299.71783200000004
Construction,Asia,Germany,2007,175.44,833.96,26.77,110.69,22.29,19.98,863.03,11170.21,54.18,13.1,-1.77,0.45,0.20328377924290003,0.9663163505324265,109.24876
Energy,Asia,India,2007,273.99,81.86,57.53,145.91,27.59,11.06,197.64,12765.55,83.24,92.11,9.55,9.4,1.3863084395871283,0.414187411455171,75.401246
Energy,Asia,India,2007,142.53,505.47,3.24,60.3,5.45,16.12,1316.18,16770.54,41.62,14.03,12.4,-3.91,0.10829065933231016,0.38404321597349905,70.917441
Mining,Asia,India,2007,157.92,286.07,31.08,6.54,24.03,1.41,284.19,16950.79,76.17,16.8,13.64,3.02,0.5556845772194658,1.006615292585946,48.05976
Manufacturing,Asia,India,2007,259.35,319.49,4.59,103.88,21.61,9.92,1163.48,15481.51,93.2,21.17,14.39,0.01,0.22290885962801252,0.2745986179392856,67.63603300000001
Energy,Asia,India,2007,38.08,532.03,33.05,69.4,21.93,6.11,275.95,8679.94,81.68,46.97,1.73,-1.58,0.1379960137706106,1.9279942018481608,249.894491
Mining,Asia,India,2007,80.08,262.78,88.81,137.11,42.17,9.12,262.2,14060.34,36.94,75.12,-5.37,8.24,0.30541571319603356,1.0022120518688025,197.40033599999998
Mining,Asia,India,2007,40.24,784.31,47.61,180.68,33.06,12.42,1369.16,1686.67,95.21,97.52,14.05,4.16,0.029390283093283474,0.5728402816325338,764.8591119999999
Construction,Asia,India,2007,180.05,302.75,16.06,15.49,6.8,15.29,1167.39,15665.69,30.16,29.29,5.33,8.61,0.15423294700143053,0.2593392096899922,88.675475
Manufacturing,Asia,India,2007,221.22,803.57,14.9,85.38,41.49,9.03,1482.75,21536.32,96.6,23.27,-5.95,1.99,0.149195751138088,0.5419457089866802,186.990739
Mining,Asia,India,2007,286.09,267.29,13.32,54.38,44.92,7.03,196.54,24769.0,49.94,27.47,1.01,-2.19,1.4556324412333366,1.359977612699705,73.42456299999999
Energy,Asia,India,2007,24.95,697.12,5.87,64.14,0.14,7.59,335.31,4981.69,74.05,36.93,11.18,3.91,0.07440875607646655,2.079031344129313,257.446416
Energy,Asia,India,2007,129.96,234.12,81.16,94.28,10.3,1.33,543.54,13892.45,87.38,71.37,7.99,4.17,0.23909923832652613,0.43073186885969755,167.09144400000002
Manufacturing,Asia,India,2007,97.18,538.56,83.33,131.19,46.0,14.05,898.41,24833.62,44.39,58.33,-3.75,6.15,0.10816887612559968,0.5994590443116171,314.14204799999993
Energy,Asia,India,2007,71.5,925.86,98.14,61.5,24.17,2.46,201.21,15785.41,29.92,24.76,-5.65,5.99,0.3553501317031956,4.601461159982108,229.24293600000001
Manufacturing,Asia,India,2007,110.55,395.97,38.44,148.08,39.85,12.13,709.95,4615.28,44.52,71.4,-0.54,0.07,0.1557151912106486,0.557743503063596,282.72258000000005
Energy,Asia,India,2007,8.94,159.71,63.29,50.05,45.59,4.85,727.49,23561.67,55.05,48.34,9.23,-0.44,0.012288828712422163,0.21953566372046351,77.20381400000001
Energy,Asia,India,2007,138.62,729.64,47.51,125.52,30.99,15.03,116.09,20350.05,79.7,93.9,-7.78,-1.19,1.194073563614437,6.285123610991472,685.1319599999999
Construction,Asia,India,2007,157.74,761.36,7.99,33.62,23.15,15.38,103.57,9905.71,95.1,45.55,0.58,7.31,1.5230279038331564,7.351163464323647,346.79947999999996
Manufacturing,Asia,India,2007,63.48,969.32,12.58,104.47,19.1,6.52,287.28,22225.23,53.14,61.25,-2.19,-4.51,0.22096908939014204,3.3741297688666116,593.7085000000001
Energy,Asia,South Africa,2007,255.27,88.23,10.78,50.49,20.77,17.1,603.57,4043.34,71.4,5.52,9.28,5.07,0.4229335454048412,0.14618022764550923,4.870296
Energy,Asia,South Africa,2007,224.93,51.53,6.21,73.99,25.57,19.56,1094.68,24203.69,46.28,79.18,-1.03,2.43,0.2054755727701246,0.04707311725801147,40.80145400000001
Energy,Asia,South Africa,2007,143.53,523.16,82.2,165.25,20.66,13.99,517.3,16399.71,43.21,31.85,-1.37,-2.12,0.2774598878793737,1.0113280494877248,166.62646
Construction,Asia,South Africa,2007,36.24,708.38,89.24,47.13,5.68,3.19,1159.31,5472.88,25.52,85.47,-7.41,9.69,0.03125997360498918,0.6110358747875891,605.4523859999999
Energy,Asia,South Africa,2007,225.36,962.74,56.71,95.12,6.05,2.03,1262.07,23920.13,85.49,10.8,5.34,9.35,0.1785637880624688,0.7628261506889475,103.97592
Energy,Asia,South Africa,2007,246.52,641.98,46.16,23.64,16.21,9.9,545.89,6260.46,24.47,66.91,-0.55,2.08,0.4515928117386287,1.176024473795087,429.548818
Manufacturing,Asia,South Africa,2007,107.78,650.44,2.07,146.12,22.01,6.64,251.65,371.39,54.55,30.91,-5.41,-3.88,0.42829326445459964,2.584700973574409,201.05100400000003
Construction,Asia,South Africa,2007,139.55,962.67,1.41,65.8,46.56,5.14,94.45,11043.66,87.12,92.22,-7.21,3.62,1.4775013234515617,10.192376919004763,887.774274
Mining,Asia,South Africa,2007,255.97,108.56,7.03,10.57,30.21,16.25,267.6,7913.35,30.34,86.3,-9.33,0.62,0.9565396113602391,0.4056801195814648,93.68727999999999
Energy,Asia,South Africa,2007,247.35,777.47,53.66,49.13,42.36,2.03,1454.65,16175.3,84.64,65.96,-0.42,6.37,0.17004090331007457,0.5344722098099199,512.819212
Mining,Asia,South Africa,2007,53.99,754.04,3.19,28.31,2.1,2.21,1139.49,8061.57,59.89,93.48,1.44,8.55,0.0473808458169883,0.6617346356703437,704.876592
Construction,Asia,South Africa,2007,165.63,1.41,99.05,194.1,46.68,17.08,575.69,3910.48,89.41,57.8,-1.27,8.23,0.28770692560232064,0.002449234831245983,0.8149799999999999
Energy,Asia,South Africa,2007,69.11,963.07,0.27,40.72,22.13,18.61,396.59,19599.41,38.17,57.04,-6.53,7.33,0.17426057137093726,2.4283769131849016,549.335128
Energy,Asia,South Africa,2007,293.41,718.98,20.91,101.83,0.81,15.73,281.69,3526.1,67.39,41.07,1.71,8.27,1.0416060208030105,2.552380276190138,295.28508600000004
Manufacturing,Asia,South Africa,2007,253.6,917.86,6.81,9.6,40.75,6.03,580.59,4465.87,52.39,93.14,-9.95,2.69,0.4367970512754267,1.5809090752510377,854.894804
Energy,Asia,South Africa,2007,92.02,898.74,71.08,133.21,13.26,16.73,1356.03,19994.2,87.06,76.66,7.91,-4.31,0.06785985560791427,0.6627729475011614,688.974084
Construction,Asia,South Africa,2007,98.75,194.3,68.13,107.23,36.63,9.81,18.95,16385.82,60.48,19.37,-2.04,5.93,5.211081794195251,10.253298153034303,37.63591
Mining,Asia,Usa,2007,197.69,268.63,97.48,118.68,29.59,0.56,553.04,2059.86,70.88,27.91,13.02,-4.83,0.3574605815130913,0.485733400838999,74.974633
Mining,Asia,Usa,2007,116.95,876.25,19.89,174.35,40.18,16.75,58.01,8629.02,70.18,71.67,7.82,-0.99,2.016031718669195,15.105154283744183,628.008375
Manufacturing,Asia,Usa,2007,191.71,503.65,8.69,108.77,14.83,2.22,278.97,2369.64,90.17,62.16,1.75,-0.72,0.687206509660537,1.8053912607090365,313.06883999999997
Construction,Asia,Usa,2007,224.56,745.71,35.4,19.89,46.33,7.51,677.79,993.09,78.17,6.7,5.35,0.57,0.33131205830714533,1.100208029035542,49.96257000000001
Construction,Asia,Usa,2007,14.11,73.37,32.61,164.78,14.95,11.2,68.19,18521.91,54.07,13.65,-6.84,-2.0,0.2069218360463411,1.0759642176272182,10.015005
Energy,Asia,Usa,2007,200.8,955.83,60.43,87.95,8.0,10.96,716.66,6697.08,96.76,59.28,12.9,9.66,0.28018865291770156,1.3337286858482407,566.616024
